Detailed Sales Report - Product and Services ALL,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,SKU,Customer,Customer full name,Memo/Description,Quantity,Sales price,Amount,Balance,Full name,Product/Service full name,Payment method,Tracking #,Service date,Ship date
Credit Card Processing,,,,,,,,,,,,,,,,,
Credit Card Processing Fee,,,,,,,,,,,,,,,,,
,10/23/2024,Invoice,1221,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",4.00,205.00,820.00,"57,473.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000339031059,10/17/2024,10/23/2024
,10/23/2024,Invoice,1222,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"57,678.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000339028152,10/23/2024,10/24/2024
,10/23/2024,Invoice,1223,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"57,883.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000339028152,10/23/2024,10/24/2024
,10/29/2024,Invoice,1229,NU-BC-2851,Chain Electric,Chain Electric,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",10.00,205.00,"2,050.00","59,933.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Credit Card,1Z2W49000372671788,10/29/2024,10/30/2024
,10/31/2024,Invoice,1230,NU-BC-2851,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"60,138.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000339448654,10/31/2024,11/01/2024
,11/12/2024,Invoice,1233,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"60,548.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000346269450,11/12/2024,11/13/2024
,11/14/2024,Invoice,1234,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"60,753.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z2W49000346301351,11/13/2024,11/14/2024
,11/14/2024,Invoice,1235,NU-BC-2851,Brink Constructors Inc.,Brink Constructors Inc.,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"61,163.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000379631782,11/13/2024,11/14/2024
,11/14/2024,Invoice,1237,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"61,368.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000346440559,11/14/2024,11/14/2024
,11/19/2024,Invoice,1239,NU-BC-2851,LineTec Services - Matthew Indiana,"LineTec Services, LLC:LineTec Services - Matthew Indiana","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"61,778.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000379770980,11/19/2024,11/19/2024
,11/19/2024,Invoice,1240,NU-BC-2851,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",6.00,205.00,"1,230.00","63,008.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000379779687,,11/19/2024
,11/19/2024,Invoice,1241,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"63,213.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000346434753,11/19/2024,11/19/2024
,11/20/2024,Invoice,1243,NU-BC-2851,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",3.00,185.00,555.00,"63,768.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Check,1Z2W49000380101584,11/20/2024,11/20/2024
,11/20/2024,Invoice,1244,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"64,178.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000346440559,11/20/2024,11/20/2024
,11/22/2024,Invoice,1245,NU-BC-2851,Irby Construction,Irby Construction,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",3.00,205.00,615.00,"64,793.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000346765351,11/21/2024,11/22/2024
,12/02/2024,Invoice,1246,NU-BC-2851,Florence Electricity Department,Florence Electricity Department,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,210.00,420.00,"65,213.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,,11/21/2024
,12/04/2024,Invoice,1247,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"65,418.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,12/03/2024,12/04/2024
,12/04/2024,Invoice,1249,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"65,623.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000341380052,12/03/2024,12/04/2024
,12/04/2024,Invoice,1250,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"65,828.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000347293154,12/03/2024,12/04/2024
,12/05/2024,Invoice,1252,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"66,238.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000380980287,12/04/2024,12/10/2024
,12/06/2024,Invoice,1253,NU-BC-2851,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,185.00,370.00,"66,608.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Check,1Z2W49000380954181,12/06/2024,12/06/2024
,12/11/2024,Invoice,1254,NU-BC-2851,Aerial Hydraulics - Michael Flemming,"Aerial Hydraulics, Inc.:Aerial Hydraulics - Michael Flemming","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,185.00,370.00,"66,978.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000347765859,12/11/2024,12/11/2024
,12/11/2024,Invoice,1255,NU-BC-2851,Chain Electric - Richland,Chain Electric:Chain Electric - Richland,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"67,388.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000342754656,12/11/2024,12/11/2024
,12/11/2024,Invoice,1256,NU-BC-2851,AECI Utility Solutions - Austin Adock,AECI Utility Solutions - Austin Adock,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"67,593.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000381102081,12/11/2024,12/11/2024
,12/12/2024,Invoice,1257,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"68,003.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000347771655,12/12/2024,12/12/2024
,12/12/2024,Invoice,1258,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"68,208.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000347771655,,12/12/2024
,12/16/2024,Invoice,1259,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"68,618.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000348174754,12/16/2024,12/17/2024
,12/20/2024,Invoice,1261,NU-BC-2851,Aerial Hydraulics - Michael Flemming,"Aerial Hydraulics, Inc.:Aerial Hydraulics - Michael Flemming","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,185.00,185.00,"68,803.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000348554656,12/20/2024,12/20/2024
,12/20/2024,Invoice,1262,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,210.00,210.00,"69,013.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z2W49000350016250,12/20/2024,12/20/2024
,12/31/2024,Invoice,1263,NU-BC-2851,Florence Electricity Department,Florence Electricity Department,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"69,423.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000350703552,,12/31/2024
,01/06/2025,Invoice,1264,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"69,628.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000384608182,01/02/2025,01/06/2025
,01/06/2025,Invoice,1265,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"69,833.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000384608182,01/02/2025,01/06/2025
,01/06/2025,Invoice,1266,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"70,243.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000384608182,01/02/2025,01/06/2025
,01/06/2025,Invoice,1267,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"70,653.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z2W49000351271955,01/06/2025,01/06/2025
,01/13/2025,Invoice,1268,NU-BC-2851,Florence Electricity Department,Florence Electricity Department,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",12.00,205.00,"2,460.00","73,113.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000386287285,,01/13/2025
,01/13/2025,Invoice,1270,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"73,318.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000386295981,01/13/2025,01/14/2025
,01/14/2025,Invoice,1271,NU-BC-2851,East Bay Electric,East Bay Electric,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"73,728.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,01/09/2025,01/09/2025
,01/14/2025,Invoice,1272,NU-BC-2851,Riviera Utilities,Riviera Utilities,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"74,138.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,01/08/2025,01/08/2025
,01/15/2025,Invoice,1273,NU-BC-2851,AEP/SWEPCO Tulsa,AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"74,548.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,,,01/15/2025
,01/16/2025,Invoice,1275,NU-BC-2851,Aerial Hydraulics - Michael Flemming,"Aerial Hydraulics, Inc.:Aerial Hydraulics - Michael Flemming","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",3.00,185.00,555.00,"75,103.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,01/15/2025,01/16/2025
,01/16/2025,Invoice,1276,NU-BC-2851,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",5.00,215.00,"1,075.00","76,178.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,01/16/2025,01/16/2025
,02/03/2025,Invoice,1278,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"76,383.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000354821551,02/03/2025,02/04/2025
,02/03/2025,Invoice,1279,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"76,793.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000354827359,01/31/2025,02/04/2025
,02/03/2025,Invoice,1280,NU-BC-2851,Aerial Hydraulics - Michael Flemming,"Aerial Hydraulics, Inc.:Aerial Hydraulics - Michael Flemming","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,185.00,370.00,"77,163.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000354830256,01/30/2025,02/04/2025
,02/03/2025,Invoice,1281,NU-BC-2851,Chain Electric,Chain Electric,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",3.00,205.00,615.00,"77,778.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Credit Card,1Z4309870398692772,01/27/2025,01/30/2025
,02/03/2025,Invoice,1282,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"77,983.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z4309870397720760,01/30/2025,01/30/2025
,02/03/2025,Invoice,1283,NU-BC-2851,LineTec - Steve Guthrie,LineTec - Steve Guthrie,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"78,188.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",Credit Card,1Z43098703977207 60,01/30/2025,01/30/2025
,02/03/2025,Invoice,1284,NU-BC-2851,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"78,598.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",QuickBooks Payments-Bank,1Z4309870392025646,01/30/2025,01/30/2025
,02/03/2025,Invoice,1287,NU-BC-2851,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,"FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"79,008.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000388166483,01/22/2025,02/04/2025
,02/10/2025,Invoice,1291,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"79,213.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000355166651,02/10/2025,02/10/2025
,02/10/2025,Invoice,1292,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"79,418.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000355160853,02/10/2025,02/10/2025
,02/14/2025,Invoice,1293,NU-BC-2851,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",1.00,205.00,205.00,"79,623.16",Tooling Sales,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,1Z2W49000355532059,02/13/2025,02/14/2025
