Detailed Sales Report - Product and Services ALL,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,SKU,Customer,Customer full name,Memo/Description,Quantity,Sales price,Amount,Balance,Full name,Product/Service full name,Payment method,Tracking #,Service date,Ship date
Credit Card Processing,,,,,,,,,,,,,,,,,
Credit Card Processing Fee,,,,,,,,,,,,,,,,,
Total for Training & Services - Travel & Expense Day 1,,,,,,,,2.00,,"$1,505.96",,,,,,,
Training & Services - Travel & Expense Day 2,,,,,,,,,,,,,,,,,
,05/15/2023,Invoice,1026,SWEPCO - T&S Day 2,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Training,2.00,"1,520.00","3,040.00","3,040.00",Services,Training & Services:Training & Services - Travel & Expense Day 2,,,04/04/2023,
,03/11/2025,Invoice,1312,SWEPCO - T&S Day 2,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Training & Services - Travel & Expense Day 2    (4 Day Training Trip between 2 locations),1.00,"1,505.96","1,505.96","4,545.96",Services,Training & Services:Training & Services - Travel & Expense Day 2,,,01/21/2025,01/20/2025
Total for Training & Services - Travel & Expense Day 2,,,,,,,,3.00,,"$4,545.96",,,,,,,
Training & Services - Travel & Expense Day 3,,,,,,,,,,,,,,,,,
,05/15/2023,Invoice,1026,SWEPCO - T&S Day 3,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,,2.00,280.00,560.00,560.00,Services,Training & Services:Training & Services - Travel & Expense Day 3,,,04/03/2023,
,03/11/2025,Invoice,1311,SWEPCO - T&S Day 3,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Training & Services - Travel & Expense Day 3    (4 Day Training Trip between 2 locations),1.00,"1,505.96","1,505.96","2,065.96",Services,Training & Services:Training & Services - Travel & Expense Day 3,,,01/22/2025,01/22/2025
Total for Training & Services - Travel & Expense Day 3,,,,,,,,3.00,,"$2,065.96",,,,,,,
Training & Services - Travel & Expense Day 4,,,,,,,,,,,,,,,,,
,05/15/2023,Invoice,1026,SWEPCO - T&S Day 4,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,,4.00,325.00,"1,300.00","1,300.00",Services,Training & Services:Training & Services - Travel & Expense Day 4,,,04/06/2023,
,03/11/2025,Invoice,1311,SWEPCO - T&S Day 4,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Training & Services - Travel & Expense Day 4    (4 Day Training Trip between 2 locations),1.00,"1,505.96","1,505.96","2,805.96",Services,Training & Services:Training & Services - Travel & Expense Day 4,,,01/23/2025,01/22/2025
Total for Training & Services - Travel & Expense Day 4,,,,,,,,5.00,,"$2,805.96",,,,,,,
Total for Training & Services with sub-items,,,,,,,,13.00,,"$10,923.84",,,,,,,
,,,,,,,,,,,,,,,,,
,01/10/2022,Invoice,1000,,Pike Electric,Pike Electric,Shipping,,,"11,200.00","11,200.00",Shipping Income,,,,,12/03/2021
,12/05/2022,Invoice,1010,,Chain Electric,Chain Electric,Shipping,,,0.00,"11,200.00",Shipping Income,,,,,
,12/08/2022,Invoice,1011,,Irby Construction,Irby Construction,Shipping,,,0.00,"11,200.00",Shipping Income,,,,,
,12/30/2022,Invoice,1012,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,90.00,"11,290.00",Shipping Income,,,,,
,01/09/2023,Refund,1013,,Chain Electric,Chain Electric,Shipping,,,-100.00,"11,190.00",Shipping Income,,Credit Card,,,
,02/27/2023,Invoice,1015,,Irby Construction,Irby Construction,Shipping,,,75.00,"11,265.00",Shipping Income,,,,,
,02/27/2023,Invoice,1016,,Irby Construction,Irby Construction,Shipping,,,75.00,"11,340.00",Shipping Income,,,,,
,02/27/2023,Invoice,1017,,Chain Electric,Chain Electric,Shipping,,,0.00,"11,340.00",Shipping Income,,,,,
,04/25/2023,Invoice,1018,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,46.93,"11,386.93",Shipping Income,,,,,02/22/2023
,04/25/2023,Invoice,1019,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,37.00,"11,423.93",Shipping Income,,,,,02/22/2023
,04/25/2023,Invoice,1020,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,140.78,"11,564.71",Shipping Income,,,,,02/22/2023
,04/25/2023,Invoice,1021,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,83.08,"11,647.79",Shipping Income,,,,,02/22/2023
,04/25/2023,Invoice,1022,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,93.86,"11,741.65",Shipping Income,,,,,04/07/2023
,04/25/2023,Invoice,1023,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,46.93,"11,788.58",Shipping Income,,,,,04/11/2023
,04/25/2023,Invoice,1025,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,46.93,"11,835.51",Shipping Income,,,,,04/17/2023
,04/25/2023,Invoice,1029,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,93.86,"11,929.37",Shipping Income,,,,,04/17/2023
,04/25/2023,Invoice,1028,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,46.93,"11,976.30",Shipping Income,,,,,04/18/2023
,04/25/2023,Invoice,1024,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,200.00,"12,176.30",Shipping Income,,,,,03/28/2023
,06/03/2023,Invoice,1030,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,70.00,"12,246.30",Shipping Income,,,772251046740,,05/25/2023
,06/14/2023,Invoice,1031,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,60.86,"12,307.16",Shipping Income,,,1Z2W49000318270669,,06/13/2023
,06/14/2023,Invoice,1032,,Terex Utilities,Terex Utilities,Shipping,,,70.00,"12,377.16",Shipping Income,,,1Z2W4900038490241,,06/13/2023
,06/22/2023,Invoice,1033,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,164.76,"12,541.92",Shipping Income,,,1Z2W49000385114249,,06/16/2023
,06/30/2023,Invoice,1039,,Irby Construction,Irby Construction,Shipping,,,75.25,"12,617.17",Shipping Income,,,1Z2W49000319384288,,06/26/2023
,06/30/2023,Invoice,1040,,ABM Equipment,ABM Equipment,Shipping,,,45.00,"12,662.17",Shipping Income,,,1Z2W49000386048042,,06/26/2023
,06/30/2023,Invoice,1041,,Chain Electric,Chain Electric,Shipping,,,50.00,"12,712.17",Shipping Income,,,,,06/20/2023
,06/30/2023,Invoice,1035,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,50.00,"12,762.17",Shipping Income,,,1Z2W49000386335142,,06/30/2023
,06/30/2023,Invoice,1036,,"MMR Constructors, Inc.","MMR Constructors, Inc.",Shipping,,,50.00,"12,812.17",Shipping Income,,,1Z43098703997969,,06/30/2023
,07/27/2023,Invoice,1037,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,42.50,"12,854.67",Shipping Income,,,1Z2W49000388388341,,07/21/2023
,07/27/2023,Invoice,1038,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,60.00,"12,914.67",Shipping Income,,,1Z2W49000386715044,,07/27/2023
,07/28/2023,Invoice,1034,,PowerGrid Services - AP,PowerGrid Services - AP,Shipping,,,75.00,"12,989.67",Shipping Income,,,205-500-1343,,07/28/2023
,08/04/2023,Invoice,1042,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,65.75,"13,055.42",Shipping Income,,,1Z2W49000320532687,,08/04/2023
,08/04/2023,Invoice,1043,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,38.45,"13,093.87",Shipping Income,,,1Z2W49000387196443,,08/04/2023
,08/23/2023,Invoice,1044,,PowerGrid Services - AP,PowerGrid Services - AP,Shipping,,,55.00,"13,148.87",Shipping Income,,,,,08/08/2023
,08/28/2023,Invoice,1047,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,53.50,"13,202.37",Shipping Income,,,1Z2W49000391050547,,08/24/2023
,09/05/2023,Invoice,1048,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,115.00,"13,317.37",Shipping Income,,,1Z2W49000392346842,,09/05/2023
,09/11/2023,Invoice,1049,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,55.00,"13,372.37",Shipping Income,,,1Z2W49000326126785,,09/12/2023
,09/11/2023,Invoice,1050,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,55.00,"13,427.37",Shipping Income,,,1Z4309870399994597,,09/12/2023
,09/18/2023,Invoice,1051,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,41.20,"13,468.57",Shipping Income,,,1Z2W49000327196887,,09/19/2023
,09/18/2023,Invoice,1052,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,41.20,"13,509.77",Shipping Income,,,,,09/19/2023
,09/18/2023,Invoice,1053,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,20.75,"13,530.52",Shipping Income,,,,,09/19/2023
,10/01/2023,Invoice,1075,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,85.00,"13,615.52",Shipping Income,,Credit Card,,,
,10/09/2023,Invoice,1054,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,65.00,"13,680.52",Shipping Income,,,1Z2W49000393405348,,10/09/2023
,10/09/2023,Invoice,1055,,PowerGrid Services - AP,PowerGrid Services - AP,Shipping,,,75.00,"13,755.52",Shipping Income,,,,,10/11/2023
,10/13/2023,Invoice,1057,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,112.00,"13,867.52",Shipping Income,,,1Z2W49000327588383,,10/13/2023
,10/13/2023,Invoice,1059 - NO Charge,,Mr. Nick Bair,Mr. Nick Bair,Shipping,,,84.00,"13,951.52",Shipping Income,,,1Z2W49000327605783,,10/13/2023
,10/16/2023,Invoice,1060,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,95.00,"14,046.52",Shipping Income,,,1Z2W49000329589388,,10/17/2023
,10/20/2023,Invoice,1061,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,72.00,"14,118.52",Shipping Income,,,1Z2W49000396427140,,10/23/2023
,10/23/2023,Invoice,1062,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,20.00,"14,138.52",Shipping Income,,,,,10/25/2023
,11/09/2023,Invoice,1063,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,49.20,"14,187.72",Shipping Income,,,1Z2W49000396566348,,11/09/2023
,11/10/2023,Invoice,1064,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,94.28,"14,282.00",Shipping Income,,,1Z2W49000397650941,,
,11/10/2023,Invoice,1065,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,105.43,"14,387.43",Shipping Income,,,1Z2W49000397653840,,11/10/2023
,11/10/2023,Invoice,1066,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,125.00,"14,512.43",Shipping Income,,,1Z4309870391020143,,10/26/2023
,11/13/2023,Invoice,1067,,Troy Utilities,Troy Utilities,Shipping,,,25.00,"14,537.43",Shipping Income,,,,,11/08/2023
,11/22/2023,Invoice,1068,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,120.00,"14,657.43",Shipping Income,,,1Z2W49000300565457,,11/22/2023
,12/01/2023,Invoice,1069,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,61.00,"14,718.43",Shipping Income,,,1Z2W49000300739457,,12/01/2023
,12/01/2023,Invoice,1071,,Mississippi Power - Fleet,Mississippi Power:Mississippi Power - Fleet,Shipping,,,50.00,"14,768.43",Shipping Income,,,,,11/29/2023
,12/04/2023,Invoice,1073,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,78.75,"14,847.18",Shipping Income,,,1Z2W49000334261284,,12/04/2023
,12/05/2023,Invoice,1074,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,50.00,"14,897.18",Shipping Income,,,,,12/05/2023
,12/08/2023,Invoice,1076,,Alabama Power - Mike Dill,Alabama Power:Alabama Power - Mike Dill,Shipping,,,25.00,"14,922.18",Shipping Income,,,,,12/06/2023
,12/12/2023,Invoice,1077,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,95.25,"15,017.43",Shipping Income,,,1Z2W49000303239250,,12/12/2023
,12/13/2023,Invoice,1078,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,25.00,"15,042.43",Shipping Income,,,,,12/14/2023
,12/15/2023,Invoice,1079,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,65.25,"15,107.68",Shipping Income,,,1Z2W49000303856959,,12/15/2023
,12/21/2023,Invoice,1080,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,50.00,"15,157.68",Shipping Income,,,,,12/21/2023
,01/08/2024,Invoice,1081,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,98.00,"15,255.68",Shipping Income,,,1Z2W49000340438288,,01/09/2024
,01/10/2024,Invoice,1082,,Irby Construction,Irby Construction,Shipping,,,75.62,"15,331.30",Shipping Income,,,1Z2W49000308050355,,01/10/2024
,01/10/2024,Invoice,1083,,Chain Electric,Chain Electric,Shipping,,,153.25,"15,484.55",Shipping Income,,,1Z2W49000346476084,,01/10/2024
,01/19/2024,Invoice,1085,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,25.00,"15,509.55",Shipping Income,,,,,01/22/2024
,02/02/2024,Invoice,1086,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,67.50,"15,577.05",Shipping Income,,,,,02/02/2024
,02/05/2024,Invoice,1087,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,87.00,"15,664.05",Shipping Income,,,1Z2W49000347363480,,02/05/2024
,02/05/2024,Invoice,1088,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,97.00,"15,761.05",Shipping Income,,,1Z2W49000314027253,,02/05/2024
,02/07/2024,Invoice,1089,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,52.00,"15,813.05",Shipping Income,,,1Z2W49000347476582,,02/08/2024
,02/08/2024,Invoice,1091,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,130.00,"15,943.05",Shipping Income,,,1Z2W49000314410052,,02/12/2024
,02/13/2024,Invoice,1090,,Alabama Power - Mr. Justin Crawford,Alabama Power:Alabama Power - Mr. Justin Crawford,Shipping,,,50.00,"15,993.05",Shipping Income,,Credit Card,,,02/13/2024
,02/20/2024,Invoice,1092,,Irby Construction,Irby Construction,Shipping,,,95.00,"16,088.05",Shipping Income,,,1Z2W49000311182359,,02/20/2024
,02/20/2024,Invoice,1093,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,123.00,"16,211.05",Shipping Income,,,1Z2W49000344518587,,02/20/2024
,02/20/2024,Invoice,1094,,Mississippi Power - Fleet,Mississippi Power:Mississippi Power - Fleet,Shipping,,,75.00,"16,286.05",Shipping Income,,,,,02/15/2024
,02/21/2024,Invoice,1097,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,58.85,"16,344.90",Shipping Income,,,1Z2W49000315019055,,02/21/2024
,02/23/2024,Invoice,1098,,AEP/SWEPCO Tulsa,AEP/SWEPCO - Shreveport:AEP/SWEPCO Tulsa,Shipping,,,139.00,"16,483.90",Shipping Income,,,1Z2W49000311362155,,02/23/2024
,02/26/2024,Invoice,1099,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,25.00,"16,508.90",Shipping Income,,,,,02/26/2024
,03/04/2024,Invoice,1100,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,28.50,"16,537.40",Shipping Income,,Credit Card,1Z2W49000320096953,,03/04/2024
,03/04/2024,Invoice,1101,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,28.50,"16,565.90",Shipping Income,,Credit Card,1Z2W49000320096953,,03/04/2024
,03/05/2024,Invoice,1102,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,15.00,"16,580.90",Shipping Income,,,,,03/05/2024
,03/05/2024,Invoice,1103,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,10.00,"16,590.90",Shipping Income,,,,,03/05/2024
,03/05/2024,Invoice,1104,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,25.00,"16,615.90",Shipping Income,,,,,03/06/2024
,03/05/2024,Invoice,1105,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,32.00,"16,647.90",Shipping Income,,Credit Card,1Z2W49000315445353,,03/06/2024
,03/05/2024,Invoice,1106,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,32.00,"16,679.90",Shipping Income,,Credit Card,1Z2W49000315445353,,03/06/2024
,03/05/2024,Invoice,1107,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,35.00,"16,714.90",Shipping Income,,Credit Card,1Z2W49000315445353,,03/06/2024
,03/06/2024,Invoice,1108,,TUF Solutions,TUF Solutions,Shipping,,,20.00,"16,734.90",Shipping Income,,,,,02/28/2024
,03/08/2024,Invoice,1109,,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.",Shipping,,,10.00,"16,744.90",Shipping Income,,Check,,,03/07/2024
,03/08/2024,Invoice,1110,,"MMR Constructors, Inc.","MMR Constructors, Inc.",Shipping,,,25.00,"16,769.90",Shipping Income,,,,,03/07/2024
,03/11/2024,Invoice,1111,,TUF Solutions,TUF Solutions,Shipping,,,80.00,"16,849.90",Shipping Income,,,1Z2W49000349033887,,03/12/2024
,03/14/2024,Invoice,1112,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,61.75,"16,911.65",Shipping Income,,,1Z2W49000320378256,,03/14/2024
,03/18/2024,Invoice,1113,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,26.00,"16,937.65",Shipping Income,,Credit Card,1Z2W49000315860056,,03/18/2024
,03/18/2024,Invoice,1114,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,25.00,"16,962.65",Shipping Income,,Credit Card,1Z2W49000315860056,,03/18/2024
,03/18/2024,Invoice,1134,,Alabama Power - Rusty Thomas,Alabama Power:Alabama Power - Rusty Thomas,Shipping,,,20.00,"16,982.65",Shipping Income,,Credit Card,,,04/19/2024
,04/01/2024,Invoice,1115,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,15.00,"16,997.65",Shipping Income,,Credit Card,,,03/28/2024
,04/01/2024,Invoice,1116,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,15.00,"17,012.65",Shipping Income,,Credit Card,,,03/28/2024
,04/01/2024,Invoice,1117,,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,Shipping,,,15.00,"17,027.65",Shipping Income,,Credit Card,,,03/28/2024
,04/01/2024,Invoice,1118,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,53.50,"17,081.15",Shipping Income,,,272695367444,,03/27/2024
,04/01/2024,Invoice,1119,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,49.25,"17,130.40",Shipping Income,,,1Z2W49000321227952,,03/29/2024
,04/05/2024,Invoice,1120,,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.",Shipping,,,55.25,"17,185.65",Shipping Income,,Check,1Z2W49000321535351,,04/06/2024
,04/11/2024,Invoice,1123,,TUF Solutions,TUF Solutions,Shipping,,,40.00,"17,225.65",Shipping Income,,,1Z2W49000323649458,,04/12/2024
,04/11/2024,Invoice,1124,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,40.00,"17,265.65",Shipping Income,,,1Z2W49000356985685,,04/12/2024
,04/12/2024,Invoice,1125,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,52.00,"17,317.65",Shipping Income,,,1Z2W49000355080387,,04/15/2024
,04/12/2024,Invoice,1126,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,86.00,"17,403.65",Shipping Income,,,1Z2W49000321752858,,04/15/2024
,04/12/2024,Invoice,1127,,Brink Constructors Inc.,Brink Constructors Inc.,Shipping,,,86.00,"17,489.65",Shipping Income,,,1Z2W49000321752858,,04/15/2024
,04/16/2024,Invoice,1128,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,50.19,"17,539.84",Shipping Income,,,1Z2W49000355080387,,04/16/2024
,04/18/2024,Invoice,1129,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,87.50,"17,627.34",Shipping Income,,Credit Card,1Z2W49000323855350,,04/18/2024
,04/18/2024,Invoice,1130,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,55.00,"17,682.34",Shipping Income,,,1Z2W49000321906558,,04/18/2024
,04/23/2024,Invoice,1131,,Brink - Chad Christian,Brink Constructors Inc.:Brink - Chad Christian,Shipping,,,65.00,"17,747.34",Shipping Income,,QuickBooks Payments-Bank,1Z2W49000324032255,,04/22/2024
,04/26/2024,Invoice,1132,,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Shipping,,,62.50,"17,809.84",Shipping Income,,Credit Card,,,04/16/2024
,04/30/2024,Invoice,1133,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,95.00,"17,904.84",Shipping Income,,,1Z2W49000324325153,,05/01/2024
,04/30/2024,Invoice,1135,,Alabama Power - Rusty Thomas,Alabama Power:Alabama Power - Rusty Thomas,Shipping,,,10.00,"17,914.84",Shipping Income,,Credit Card,,,04/19/2024
,05/01/2024,Invoice,1136,,Brink - Mr. Lance Brogan,Brink Constructors Inc.:Brink - Mr. Lance Brogan,Shipping,,,95.00,"18,009.84",Shipping Income,,,1Z2W49000324319357,,05/01/2024
,05/03/2024,Invoice,1137,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,47.50,"18,057.34",Shipping Income,,Credit Card,1Z2W49000324406351,,05/03/2024
,05/03/2024,Invoice,1138,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,47.50,"18,104.84",Shipping Income,,Credit Card,1Z2W49000324406351,,05/03/2024
,05/06/2024,Invoice,1139,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,102.00,"18,206.84",Shipping Income,,,1Z2W49000358029688,,05/07/2024
,05/06/2024,Invoice,1140,,Chain Electric,Chain Electric,Shipping,,,245.00,"18,451.84",Shipping Income,,QuickBooks Payments-Credit Card,1Z2W49000357986182,,05/07/2024
,05/07/2024,Invoice,1141,,ULCS - Birmingham,ULCS - Birmingham,Shipping,,,15.00,"18,466.84",Shipping Income,,,,,05/10/2024
,05/10/2024,Invoice,1142,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,110.00,"18,576.84",Shipping Income,,,1Z2W49000325108154,,05/10/2024
,05/10/2024,Invoice,1143,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,58.82,"18,635.66",Shipping Income,,,1Z2W49000358429880,,05/10/2024
,05/15/2024,Invoice,1144,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,59.00,"18,694.66",Shipping Income,,,1Z2W49000358708284,,05/15/2024
,05/15/2024,Invoice,1145,,Chain Electric,Chain Electric,Shipping,,,151.50,"18,846.16",Shipping Income,,QuickBooks Payments-Credit Card,1Z2W49000325380752,,05/15/2024
,05/20/2024,Invoice,1147,,Stone and Sons Electrical Contractor,Stone and Sons Electrical Contractor,Shipping,,,10.00,"18,856.16",Shipping Income,,,,,05/06/2024
,05/20/2024,Invoice,1148,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,85.00,"18,941.16",Shipping Income,,Credit Card,1Z4309870390533074,,05/10/2024
,05/20/2024,Invoice,1149,,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.",Shipping,,,60.00,"19,001.16",Shipping Income,,Check,1Z2W49000325569255,,05/20/2024
,05/21/2024,Invoice,1150,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,74.00,"19,075.16",Shipping Income,,,1Z2W49000325754858,,05/21/2024
,05/23/2024,Invoice,1151,,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,Shipping,,,100.00,"19,175.16",Shipping Income,,,1Z2W49000325751959,,05/23/2024
,05/24/2024,Invoice,1152,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,37.00,"19,212.16",Shipping Income,,,1Z2W49000325754858,,05/24/2024
,05/29/2024,Invoice,1153,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,45.00,"19,257.16",Shipping Income,,Credit Card,1Z2W49000325891156,,05/30/2024
,05/29/2024,Invoice,1154,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,49.00,"19,306.16",Shipping Income,,Credit Card,1Z2W49000325891156,,05/30/2024
,05/30/2024,Invoice,1155,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,98.00,"19,404.16",Shipping Income,,Credit Card,1Z2W49000327129459,,06/07/2024
,05/30/2024,Invoice,1156,,Dominion Energy - Chris Whitehurst,Dominion Energy - Chris Whitehurst,Shipping,,,52.00,"19,456.16",Shipping Income,,Credit Card,1Z2W49000360674486,,06/07/2024
,05/30/2024,Invoice,1157,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,98.00,"19,554.16",Shipping Income,,,1Z2W49000327109159,,06/07/2024
,06/13/2024,Invoice,1158,,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,Shipping,,,40.00,"19,594.16",Shipping Income,,Credit Card,1Z2W49000327335351,,06/11/2024
,06/14/2024,Invoice,1159,,TUF Solutions,TUF Solutions,Shipping,,,105.00,"19,699.16",Shipping Income,,,1Z4309870397152464,,06/10/2024
,06/14/2024,Invoice,1160,,LineTec - Steve Guthrie,LineTec - Steve Guthrie,Shipping,,,45.00,"19,744.16",Shipping Income,,Credit Card,1Z4309870392133510,,06/13/2024
,06/17/2024,Invoice,1161,,Power Design & Consulting - Travis,Power Design & Consulting - Travis,Shipping,,,90.00,"19,834.16",Shipping Income,,Credit Card,1Z2W49000328095154,,06/17/2024
,06/18/2024,Invoice,1162,,"MDR Construction, Inc.","MDR Construction, Inc.",Shipping,,,20.00,"19,854.16",Shipping Income,,,,,02/14/2024
,06/20/2024,Invoice,1163,,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.",Shipping,,,80.00,"19,934.16",Shipping Income,,Check,1Z2W49000359787081,,06/20/2024
,07/01/2024,Invoice,1164,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,33.00,"19,967.16",Shipping Income,,,1Z2W49000361953388,,07/01/2024
,07/01/2024,Invoice,1165,,"LineTec Services, LLC","LineTec Services, LLC",Shipping,,,33.00,"20,000.16",Shipping Income,,,1Z2W49000361953388,,07/01/2024
